1.009093825196958427e+01,7.796440885005379684e+00,5.786236374786833281e+00,4.070133384640715057e+00,2.653500678895844622e+00,1.539436168065901001e+00,7.297877986958076768e-01,2.256763529352023012e-01,2.778113604797864331e-02,1.365041672433828235e-01,5.520682706291502040e-01,1.274577367390090421e+00,2.304054222518093553e+00,3.640464248973948713e+00,5.283730414509119733e+00
9.260082074806145869e+00,7.068431159479905190e+00,5.161730531892157359e+00,3.549524088926752974e+00,2.237032854928226566e+00,1.227266423498734049e+00,5.220171457538608228e-01,1.223693770888704124e-01,2.897777987614087378e-02,2.422272536026794931e-01,7.623284489660319130e-01,1.589376438671915803e+00,2.723387408989117464e+00,4.164321756940243091e+00,5.912098511274614054e+00
8.465794839665601756e+00,6.376990375977319658e+00,4.573793631020370398e+00,3.065483735235679852e+00,1.857133972983499470e+00,9.516656209544589462e-01,3.508154348348059282e-01,5.563134326542961555e-02,6.674336572719345717e-02,3.845192819848659016e-01,1.009157569325803028e+00,1.940744451976626817e+00,3.179289537483025896e+00,4.724748206929422878e+00,6.577035550062980462e+00
7.708076546547941277e+00,5.722118534497622200e+00,4.022425672171467070e+00,2.618012323567493471e+00,1.513804033061659782e+00,7.126337604330711395e-01,2.161826659386392735e-01,2.546225146487899119e-02,1.410778936011377049e-01,5.633802523899451575e-01,1.292555631708467434e+00,2.328681407304235673e+00,3.671760607999834392e+00,5.321743598941500508e+00,7.278541530874258925e+00
6.986927195453182193e+00,5.103815635040824361e+00,3.507626655345466027e+00,2.207109853922202269e+00,1.207043035162714606e+00,5.101708419345785117e-01,1.181188390653657022e-01,3.186210168721928526e-02,2.519813634979708450e-01,7.788101648179118763e-01,1.612522636114018804e+00,2.753187304654725942e+00,4.200800620539522079e+00,5.955307932976456442e+00,8.016616453708406809e+00
6.302346786381301413e+00,4.522081677606904826e+00,3.029396580542345063e+00,1.832776326299798919e+00,9.368509792866567265e-01,3.442768654589726252e-01,5.662395421498141873e-02,7.483089393245079268e-02,3.994537754176971101e-01,1.030809019268773108e+00,1.969058582542465574e+00,3.214262144028116719e+00,4.766409575102112939e+00,6.625441209034317325e+00,8.791260318565463194e+00
5.654335319332320253e+00,3.976916662195884911e+00,2.587735447762121943e+00,1.495011740700288971e+00,7.032278654334925827e-01,2.149518310062598636e-01,3.169801138748871289e-02,1.543686282005722332e-01,5.834951293603116707e-01,1.319376815742521636e+00,2.362163470993797976e+00,3.711905925424389796e+00,5.368587471687582990e+00,7.332143427115055623e+00,9.602473125445387225e+00
5.042892794306228943e+00,3.468320588807754401e+00,2.182643257004788673e+00,1.193816097123668873e+00,5.061736936032182888e-01,1.221957385764370491e-01,4.334101058288627323e-02,2.704753044915851334e-01,8.041054253258186346e-01,1.644513554239164455e+00,2.791837301468026666e+00,4.246118648843560273e+00,6.007334310295952662e+00,8.075414587218697093e+00,1.045025487434822864e+01
4.468019211303029259e+00,2.996293457442515962e+00,1.814120008270346807e+00,9.291893955699405128e-01,3.456884637958351214e-01,6.600858816950548602e-02,9.155295180117463405e-02,4.231509228054880500e-01,1.061284663314215004e+00,2.006219234758693126e+00,3.258080073965140766e+00,4.816900314285615714e+00,6.682650090927205966e+00,8.855254689345224861e+00,1.133460556527394303e+01
3.929714570322717204e+00,2.560835268100166040e+00,1.482165701558794790e+00,7.011316360391018909e-01,2.217721760113421370e-01,4.639037978546398794e-02,1.763338350423536705e-01,6.123954831422820932e-01,1.355032843325503000e+00,2.404493857301116311e+00,3.760891788485149156e+00,5.424250921750568999e+00,7.394534813581357113e+00,9.671663733494643367e+00,1.225552519822255881e+01
3.427978871365291891e+00,2.161946020780703304e+00,1.186780336870129515e+00,5.096428185311527859e-01,1.344248302497392522e-01,6.334111342431360259e-02,2.976836603064246800e-01,8.382089855019690949e-01,1.685349965359683955e+00,2.839337421866432454e+00,4.300272445028048729e+00,6.068170471238413022e+00,8.142988478258404328e+00,1.052464171966695972e+01,1.321301377319407422e+01
2.962812114430767974e+00,1.799625715484139077e+00,9.279639142043615285e-01,3.547229430460961952e-01,8.364642651102795201e-02,1.168607890860535736e-01,4.556024275933838741e-01,1.100591429884541173e+00,2.052236029416751428e+00,3.310749928454633562e+00,4.876222043593834599e+00,6.748658962749136236e+00,8.928011084958317412e+00,1.141418864786214549e+01,1.420707129018845549e+01
2.534214299519122804e+00,1.473874352210457817e+00,7.057164335614788397e-01,2.363720095839289270e-01,6.943696479520725107e-02,2.069494067706851848e-01,6.500901369032365817e-01,1.399542816290009650e+00,2.455691035496713415e+00,3.818731377065730292e+00,5.488740584182516535e+00,7.465716396282761735e+00,9.749602633681149655e+00,1.234030451808024864e+01,1.523769774920574527e+01
2.142185426630376810e+00,1.184691930959672179e+00,5.200378949414901086e-01,1.545900181446536459e-01,9.179644510227719101e-02,3.336069664782063127e-01,8.811467882359773629e-01,1.735063144718364869e+00,2.895714983599560810e+00,4.363281767699711544e+00,6.137828066794082105e+00,8.219342771839265538e+00,1.060776312442684777e+01,1.330298933032121056e+01,1.630489315024590269e+01
1.786725495764519112e+00,9.320784517317766138e-01,3.709282983443909498e-01,1.093769687282683811e-01,1.507248674322378135e-01,4.968334682086192333e-01,1.148772381591610436e+00,2.107152415169613935e+00,3.372307873725304717e+00,4.944401100356591527e+00,6.823484491428546406e+00,9.009538089418674289e+00,1.150249255719546149e+01,1.430224308458509519e+01,1.740865749330898637e+01
