8.854718699252555325e+01,8.527242199146196810e+01,8.200971699449874563e+01,7.877677145143637460e+01,7.558505480402747878e+01,7.244232549353327499e+01,6.935401429187443512e+01,6.632403024429524407e+01,6.335525302084868571e+01,6.044984569907316541e+01,5.760946013545216005e+01,5.483537567872033236e+01,5.212859518882004295e+01,4.948991294905185612e+01,4.691996362275763488e+01,4.441925814962554853e+01,4.198821046946527957e+01,3.962715769204265825e+01,3.733637551042606617e+01,3.511609011302871863e+01,3.296648748467439560e+01,3.088772073731639978e+01,2.887991593747166519e+01,2.694317677503988762e+01,2.507758833072792726e+01,2.328322013604323715e+01,2.156012867354449369e+01,1.990835943082180037e+01,1.832794859613014182e+01,1.681892446434420663e+01
6.088817845562885367e+01,5.817527796210448798e+01,5.548377682842199476e+01,5.282857143154140545e+01,5.021933290506618874e+01,4.766261166427249663e+01,4.516299666513867095e+01,4.272379245091369171e+01,4.034743358300483607e+01,3.803574835483581751e+01,3.579013218350086589e+01,3.361166485956838557e+01,3.150119178931323560e+01,2.945938150431584646e+01,2.748676714910174823e+01,2.558377691958468958e+01,2.375075673521754283e+01,2.198798735798998294e+01,2.029569747864684359e+01,1.867407383259607556e+01,1.712326909963469745e+01,1.564340813044605483e+01,1.423459289593381172e+01,1.289690645181735285e+01,1.163041613681920694e+01,1.043517616915285906e+01,9.311229766772347816e+00,8.258610887813951251e+00,7.277345665973686373e+00,6.367453599213860116e+00
4.427145215004271250e+01,4.196058373523205631e+01,3.967779728888550750e+01,3.743598349942836023e+01,3.524352675329696893e+01,3.310611308442400258e+01,3.102772910247714933e+01,2.901124681013641649e+01,2.705878227929484581e+01,2.517192425460283545e+01,2.335188466254549411e+01,2.159960050342186477e+01,1.991580452035682569e+01,1.830107526554119346e+01,1.675587324353086771e+01,1.528056744441475878e+01,1.387545511689843991e+01,1.254077670433024849e+01,1.127672726578476059e+01,1.008346530677907182e+01,8.961119676295201231e+00,7.909795003171246286e+00,6.929576017126665377e+00,6.020531009462908756e+00,5.182714623943596166e+00,4.416170121629138023e+00,3.720931229223471082e+00,3.097023655168812617e+00,2.544466338801700811e+00,2.063272483611439334e+00
3.315864183906344920e+01,3.116105135706827056e+01,2.919675017381217685e+01,2.727706607269048078e+01,2.540938076021938841e+01,2.359870671313357349e+01,2.184856117107516837e+01,2.016147908547268131e+01,1.853932834967332965e+01,1.698351104326153660e+01,1.549509611020488542e+01,1.407490928346144976e+01,1.272359551495582686e+01,1.144166324168487670e+01,1.022951636451358048e+01,9.087477738211312328e+00,8.015806685477439686e+00,7.014712231917124896e+00,6.084363229591364330e+00,5.224896186265538311e+00,4.436421381088922367e+00,3.719027685306609765e+00,3.072786393683879957e+00,2.497754292553877153e+00,1.993976133309185439e+00,1.561486638800357873e+00,1.200312139806044565e+00,9.104719163085561728e-01,6.919793015393829183e-01,5.448425941068613110e-01
2.525095224466909372e+01,2.351007267990537386e+01,2.180674948280319470e+01,2.015102973760302874e+01,1.854947351975479108e+01,1.700654136961973251e+01,1.552536590859161869e+01,1.410820589649121359e+01,1.275672586046766099e+01,1.147217492020850216e+01,1.025550485479555896e+01,9.107450220828203769e+00,8.028584031044808000e+00,7.019357267595098371e+00,6.080127448295971959e+00,5.211179623019126517e+00,4.412742036565305170e+00,3.684997969739837398e+00,3.028094799658356706e+00,2.442151008357554609e+00,1.927261658214966422e+00,1.483502708151732685e+00,1.110934443860845722e+00,8.096042241012118001e-01,5.795486941099099454e-01,4.207955802291039049e-01,3.333651527570691275e-01,3.172714239707729034e-01,3.725231332627639835e-01,4.991245600100190916e-01
1.939642275585516273e+01,1.787302417414131739e+01,1.639079694598056847e+01,1.495870316976942149e+01,1.358260684954045594e+01,1.226650093484746407e+01,1.101319220525536302e+01,9.824705435902806983e+00,8.702532865665631334e+00,7.647794029291618223e+00,6.661341445827931196e+00,5.743832428863288264e+00,4.895779045520264106e+00,4.117583603210541732e+00,3.409564324846862782e+00,2.771974232655197490e+00,2.205015242786092511e+00,1.708848825502340851e+00,1.283604164722822460e+00,9.293844714032879484e-01,6.462719165393472354e-01,4.343315199579379504e-01,2.936142406592585630e-01,2.241594505267959780e-01,2.259969274049774546e-01,2.991484703168629800e-01,4.436292152281378631e-01,6.594487117082642458e-01,9.466118073300779923e-01,1.305119376448293123e+00
1.494521625316299840e+01,1.361048451190949926e+01,1.232006015917136388e+01,1.108196405771031934e+01,9.901456362922635535e+00,8.782124384848083665e+00,7.726492232137200489e+00,6.736381695970823813e+00,5.813135553493847141e+00,4.957760923274873832e+00,4.171024215328198892e+00,3.453515734189307018e+00,2.805694676074024674e+00,2.227921122591553171e+00,1.720479207948072409e+00,1.283594170079441987e+00,9.174450847794181074e-01,6.221745014557872322e-01,3.978958212545999351e-01,2.446990073222979345e-01,1.626550472569239514e-01,1.518194711161887922e-01,2.122351469047583927e-01,3.439345178150284288e-01,5.469414041623762435e-01,8.212724629636435347e-01,1.166938376101705588e+00,1.583944821704426742e+00,2.072293271153681005e+00,2.631981644914686225e+00
1.149939549971294284e+01,1.033126606626471045e+01,9.210213297908451224e+00,8.143426899007543796e+00,7.135633796246034777e+00,6.190063099574022232e+00,5.308989305009695236e+00,4.494054958691465096e+00,3.746470855539683953e+00,3.067144844983554997e+00,2.456767298431095536e+00,1.915869348054033194e+00,1.444863502398764155e+00,1.044072555567451266e+00,7.137505397241201699e-01,4.540981578792490092e-01,2.652743166429545330e-01,1.474048573565589493e-01,1.005892441840188778e-01,1.249057417899517297e-01,2.204154622699577570e-01,3.871655557382985835e-01,6.251917454437048161e-01,9.345203561959091187e-01,1.315169947512544901e+00,1.767152635760381951e+00,2.290475169643187314e+00,2.885139808611207890e+00,3.551145042699915155e+00,4.288486183941559560e+00
8.800082360937558690e+00,7.781115424847779849e+00,6.811704544534797456e+00,5.898295271030446152e+00,5.045137120306831591e+00,4.255138498353633558e+00,3.530350417828536091e+00,2.872254943070421618e+00,2.281944702579958406e+00,1.760238668069489920e+00,1.307759132007684899e+00,9.249842483232391110e-01,6.122847251249688982e-01,3.699499722375697575e-01,1.982070708431636075e-01,9.723475732529023030e-02,6.717388040614714895e-02,1.081353223490426479e-01,2.202060692491589200e-01,4.034539118780010036e-01,6.579311205892608427e-01,9.836773427602385489e-01,1.380721904791671450e+00,1.849085653578550925e+00,2.388782438537313091e+00,2.999820310696659220e+00,3.682202497303623367e+00,4.435928196995563511e+00,5.260993230546760380e+00,6.157390574605384082e+00
6.670840664625723448e+00,5.786904071747652978e+00,4.954768019560861880e+00,4.180204409342447747e+00,3.467030577841012651e+00,2.817864611652193041e+00,2.234555213634610737e+00,1.718439170910312175e+00,1.270502141042319399e+00,8.914826385984205848e-01,5.819413271344656691e-01,3.423084016721451572e-01,1.729167301960305436e-01,7.402550119151257713e-02,4.583739828502128577e-02,8.851127242490176850e-02,2.021716253101618066e-01,3.869157973992046751e-01,6.428194789324293001e-01,9.699409791199113950e-01,1.368324564269649990e+00,1.838003089856389716e+00,2.379000091491660918e+00,2.991331457151686468e+00,3.675006772402453770e+00,4.430030408098327932e+00,5.256402403664203860e+00,6.154119186916205742e+00,7.123174162262165154e+00,8.163558192228279609e+00
