5.284920285450838584e+00,5.001409066034202766e+00,4.725756451843692751e+00,4.457969832297480117e+00,4.198056044656477859e+00,3.946021417187100866e+00,3.701871808474402670e+00,3.465612643275369553e+00,3.237248945258016875e+00,3.016785366932610124e+00,2.804226217047774750e+00,2.599575485694055832e+00,2.402836867331719528e+00,2.214013781936002623e+00,2.033109394433250561e+00,1.860126632582925543e+00,1.695068203444893395e+00,1.537936608557200602e+00,1.388734157936989622e+00,1.247462983006262904e+00,1.114125048534025275e+00,9.887221636778891209e-01,8.712559921999055712e-01,7.617280619247216444e-01,6.601397735016222290e-01,5.664924085264104736e-01,4.807871370740559036e-01,4.030250246883690379e-01,3.332070388709115760e-01,2.713340551077076945e-01
4.666816389772894702e+00,4.400607991881472891e+00,4.142261063486849082e+00,3.891782799086863420e+00,3.649179853714343835e+00,3.414458385125594297e+00,3.187624092226226225e+00,2.968682250115213694e+00,2.757637742084877885e+00,2.554495088876204800e+00,2.359258475455946691e+00,2.171931775552677912e+00,1.992518574163548051e+00,1.821022188220641658e+00,1.657445685586433237e+00,1.501791902529801215e+00,1.354063459818881654e+00,1.214262777553129391e+00,1.082392088844728484e+00,9.584534524487261509e-01,8.424487644314185841e-01,7.343797689581554877e-01,6.342480682736945097e-01,5.420551319416476721e-01,4.578023054032229200e-01,3.814908179099533170e-01,3.131217898802053923e-01,2.526962397247005665e-01,2.002150901823168128e-01,1.556791742038647341e-01
4.105935411248490041e+00,3.856462425870847532e+00,3.614853680333045105e+00,3.381116180604584187e+00,3.155256405465992398e+00,2.937280347754978038e+00,2.727193551934057769e+00,2.525001148351899705e+00,2.330707884528462781e+00,2.144318153756529011e+00,1.965836021280155999e+00,1.795265248281781689e+00,1.632609313885046376e+00,1.477871435357964947e+00,1.331054586682142382e+00,1.192161515636110725e+00,1.061194759526025821e+00,9.381566596833619265e-01,8.230493748372731400e-01,7.158748934588111679e-01,6.166350451645212782e-01,5.253315112587731983e-01,4.419658344863569566e-01,3.665394280603975208e-01,2.990535840244561427e-01,2.395094810023145337e-01,1.879081913841177676e-01,1.442506879931270691e-01,1.085378502734333506e-01,8.077047003548476489e-02
3.597488398327322034e+00,3.364219451804609573e+00,3.138817427502363255e+00,2.921289148847796113e+00,2.711640923965401129e+00,2.509878586010693358e+00,2.316007529906886742e+00,2.130032745848383868e+00,1.951958849893736803e+00,1.781790111934206777e+00,1.619530481292513313e+00,1.465183610178467211e+00,1.318752875203831998e+00,1.180241397137038462e+00,1.049652059059671627e+00,9.269875230696132951e-01,8.122502456610840582e-01,7.054424918985687798e-01,6.065663484899643798e-01,5.156237358539459414e-01,4.326164192671829722e-01,3.575460191689927014e-01,2.904140206934088808e-01,2.312217824922780107e-01,1.799705449069690100e-01,1.366614375410150073e-01,1.012954862813067597e-01,7.387361981111321974e-02,5.439667565441008712e-02,4.286540578754993724e-02
3.137198603465817470e+00,2.919635030049304802e+00,2.709940978685865698e+00,2.508123095878007636e+00,2.314187524345985292e+00,2.128139942477208280e+00,1.949985600257536866e+00,1.779729352040231749e+00,1.617375686468064178e+00,1.462928753828339978e+00,1.316392391089831859e+00,1.177770144843258926e+00,1.047065292343232645e+00,9.242808608282879757e-01,8.094196452773636530e-01,7.024842247444442744e-01,6.034769773987299635e-01,5.124000943847722978e-01,4.292555926056043636e-01,3.540453265217795020e-01,2.867709990500965089e-01,2.274341716378925071e-01,1.760362735813672252e-01,1.325786106501671557e-01,9.706237307455911623e-02,6.948864294638659733e-02,4.985840108038357144e-02,3.817253337819843939e-02,3.443183673374843046e-02,3.863702451515099723e-02
2.721234121681099349e+00,2.518907033553499986e+00,2.324451989692930987e+00,2.137875464959326788e+00,1.959183441606889842e+00,1.788381447875562635e+00,1.625474593140992852e+00,1.470467599970872730e+00,1.323364833396218465e+00,1.184170327671192124e+00,1.052887810764967957e+00,9.295207268024627822e-01,8.140722566474670741e-01,7.065453368009751989e-01,6.069426767696096681e-01,5.152667750427520899e-01,4.315199338029955811e-01,3.557042724818578749e-01,2.878217402615480536e-01,2.278741276136937999e-01,1.758630769569941577e-01,1.317900925080246477e-01,9.565654939220404052e-02,6.746370207579019396e-02,4.721269217402728618e-02,3.490455568554216847e-02,3.054022969855269692e-02,3.412055861034254955e-02,4.564629989779096786e-02,6.511812947343877112e-02
2.346151002522343099e+00,2.158618699653295003e+00,1.978960890147194895e+00,1.807183882197257230e+00,1.643293502243479587e+00,1.487295132731061953e+00,1.339193746501671001e+00,1.198993938157843608e+00,1.066699952702306886e+00,9.423157117198293076e-01,8.258448373398509235e-01,7.172906741919269358e-01,6.166563095433634789e-01,5.239445917880609649e-01,4.391581474381349159e-01,3.622993967539048787e-01,2.933705681341782223e-01,2.323737113763731654e-01,1.793107099050762487e-01,1.341832920580047495e-01,9.699304150957552273e-02,6.774140690469999948e-02,4.642971076840823191e-02,3.305915775083494157e-02,2.763084226153273218e-02,3.014575554213683173e-02,4.060479222196507199e-02,5.900875639713219073e-02,8.535836727016485326e-02,1.196542643838500453e-01
2.008844966228179985e+00,1.835690638179479084e+00,1.670413183591763495e+00,1.513018748687000148e+00,1.363513008480703226e+00,1.221901203730772600e+00,1.088188174591441237e+00,9.623783913052316175e-01,8.444759822281030504e-01,7.344847594496503040e-01,6.324082422413761506e-01,5.382496785405400663e-01,4.520120646548317356e-01,3.736981633532882041e-01,3.033105204917027620e-01,2.408514803052603792e-01,1.863231994876825837e-01,1.397276601640721760e-01,1.010666818539713296e-01,7.034193251167265848e-02,4.755493872229960006e-02,3.270709512471144803e-02,2.579967312544656152e-02,2.683382896197666206e-02,3.581061116807972289e-02,5.273096748932914329e-02,7.759575129232734736e-02,1.104057275074171451e-01,1.511615781410678150e-01,1.998639073909508346e-01
1.706510229453495509e+00,1.547339909124743063e+00,1.396048777138576336e+00,1.252642822183843929e+00,1.117127572000718772e+00,9.895081295421374046e-01,8.697892059106339113e-01,7.579751503962662840e-01,6.540699779044409912e-01,5.580773940298232594e-01,4.700008180043629968e-01,3.898434037224622339e-01,3.176080590245604074e-01,2.532974634010084491e-01,1.969140842613228692e-01,1.484601918987009106e-01,1.079378732665474405e-01,7.534904467192315991e-02,5.069546348036956668e-02,3.397873891730521928e-02,2.520034204284978679e-02,2.436161496961430917e-02,3.146377938633166532e-02,4.650794444435261271e-02,6.949511405870985314e-02,1.004261936707392527e-01,1.393019965149575878e-01,1.861232494291059636e-01,2.408905982427959891e-01,3.036046127770656855e-01
1.436604237659816263e+00,1.291044973369657844e+00,1.153367150566092514e+00,1.023576604606236451e+00,9.016787198827391769e-01,7.876784652188119074e-01,6.815804261070818049e-01,5.833888341109307873e-01,4.931075937109231644e-01,4.107403068469998586e-01,3.362902953796010896e-01,2.697606216683823832e-01,2.111541074459407086e-01,1.604733511449757122e-01,1.177207438208779100e-01,8.289848379687980717e-02,5.600859014603523645e-02,3.705291511272169880e-02,2.603315556611887280e-02,2.295086356906273981e-02,2.780745613751401529e-02,4.060422425870419127e-02,6.134234122952728074e-02,9.002287037099429567e-02,1.266467721693687598e-01,1.712149108899977124e-01,2.237280607056291448e-01,2.841869113773282107e-01,3.525920735226805158e-01,4.289440835029106336e-01
