5.284920285450838584e+00,4.855348656179285349e+00,4.444093826222962562e+00,4.051180533389062255e+00,3.676630760185617408e+00,3.320464050958152669e+00,2.982697787702438763e+00,2.663347430618173473e+00,2.362426728472739157e+00,2.079947903027995260e+00,1.815921811112327866e+00,1.570358087365550270e+00,1.343265270224983654e+00,1.134650913338113076e+00,9.445216842676101843e-01,7.728834520867112756e-01,6.197413652370055148e-01,4.850999208308254262e-01,3.689630264189576181e-01,2.713340551077076945e-01
4.364799366922660795e+00,3.975187368622732809e+00,3.603901903255217753e+00,3.250966713446900247e+00,2.916402882503435379e+00,2.600229140715803577e+00,2.302462131752333274e+00,2.023116644991734159e+00,1.762205818691616077e+00,1.519741318099302685e+00,1.295733491964313977e+00,1.090191510376518513e+00,9.031234864105472937e-01,7.345365836873980481e-01,5.844371116555484580e-01,4.528306101352647106e-01,3.397219244516850312e-01,2.451152722988167998e-01,1.690143033206969736e-01,1.114221522639052414e-01
3.572097331060457570e+00,3.220494920144895801e+00,2.887228300775094958e+00,2.572320268962583256e+00,2.275791052692017313e+00,1.997658607925966612e+00,1.737938876035950653e+00,1.496646008315986709e+00,1.273792562306990339e+00,1.069389673899855175e+00,8.834472085596533075e-01,7.159738944965046148e-01,5.669774401801923602e-01,4.364646382386530576e-01,3.244414574822655495e-01,2.309131245459820070e-01,1.558841964306761918e-01,9.935862504773980419e-02,6.133981472039733845e-02,4.183067346753777116e-02
2.891203694156727622e+00,2.575842329556486732e+00,2.278825584323049380e+00,2.000175351897563125e+00,1.739911044740766632e+00,1.498049880515401000e+00,1.274607130973214986e+00,1.069596339012856889e+00,8.830295084786108362e-01,7.149172705352626611e-01,5.652690298500941957e-01,4.340930933136152858e-01,3.213967836165473324e-01,2.271865396556325412e-01,1.514680054526374997e-01,9.424610902934300871e-02,5.552513247774367583e-02,3.530877429316644361e-02,3.360020489251001885e-02,5.040211611634341782e-02
2.308917128603919622e+00,2.028185554302349924e+00,1.765807034708791745e+00,1.521802600821777096e+00,1.296190885835843742e+00,1.088988401938290274e+00,9.002097810320062177e-01,7.298679846691733530e-01,5.779744876144824461e-01,4.445394387464399744e-01,3.295718024213426522e-01,2.330794829417167091e-01,1.550694343707356426e-01,9.554775760063320689e-02,5.451978630447819330e-02,3.199016316704889756e-02,2.796290759375106433e-02,4.244147593057907841e-02,7.542881508744624097e-02,1.269274103377643348e-01
1.813994239535188235e+00,1.566418392639625567e+00,1.337203676731816948e+00,1.126370297078679750e+00,9.339361407790564007e-01,7.599170445742976510e-01,6.043270277544456892e-01,4.671784952710021921e-01,3.484824153300346561e-01,2.482484750529270201e-01,1.664852172274104980e-01,1.032001607047172836e-01,5.839990661159451951e-02,3.209023222337638315e-02,2.427617407483631529e-02,3.496210165949915211e-02,6.415178287778357247e-02,1.118484422337582967e-01,1.780548126442224321e-01,2.627731816082362060e-01
1.396797050580613098e+00,1.181023252199040696e+00,9.836183313473716439e-01,8.046017012738200247e-01,6.439905334430441330e-01,5.018000167274950796e-01,3.780435828160672584e-01,2.727331027844192013e-01,1.858790589617252409e-01,1.174906955648205714e-01,6.757615102463221390e-02,3.614257447826887959e-02,2.319622852570531191e-02,2.874258003797614328e-02,5.278638054309438971e-02,9.533173749715692646e-02,1.563821775640174272e-01,2.359407028714400334e-01,3.340098410799985373e-01,4.505916899891148630e-01
1.049014690647051884e+00,8.637954753306196221e-01,6.969525802208003107e-01,5.485046576147749597e-01,4.184681914144540715e-01,3.068577480366568300e-01,2.136861946183404026e-01,1.389648893011084518e-01,8.270384759621958459e-02,4.491188818931268062e-02,2.559676101578789789e-02,2.476526000101757219e-02,4.242332249723607118e-02,7.857611714708130635e-02,1.332281216514660527e-01,2.063831917077247335e-01,2.980446222058793504e-01,4.082152016203092759e-01,5.368972604067338006e-01,6.840927141060850758e-01
7.634415347123896245e-01,6.076236202277633947e-01,4.701891877027469802e-01,3.511561572055773572e-01,2.505403510274603063e-01,1.683557366241603681e-01,1.046146378897008927e-01,5.932791939231808059e-02,3.250514744538966772e-02,2.415473126502636764e-02,3.428404695485866294e-02,6.289954663598319728e-02,1.100068546893648441e-01,1.756108527858713519e-01,2.597157551349132953e-01,3.623251751776934704e-01,4.834421847787022664e-01,6.230693668232769600e-01,7.812088620057778821e-01,9.578624104879867041e-01
5.337987733991751416e-01,4.063127813954003908e-01,2.972171726183576168e-01,2.065291615398256175e-01,1.342639329042797924e-01,8.043487699172566230e-02,4.505379421197806822e-02,2.813107351205799966e-02,2.967584834560095877e-02,4.969613335233442897e-02,8.819894440105559286e-02,1.451904042406221007e-01,2.206758356640608210e-01,3.146598438081488758e-01,4.271463889744561704e-01,5.581388511593479151e-01,7.076400873136218239e-01,8.756524822112189410e-01,1.062177993687102751e+00,1.267218192902759721e+00
