3.853575778326698469e+02,3.017540635508288460e+02,2.258590937752288994e+02,1.601898074191852004e+02,1.055354477410686371e+02,6.220935489345110625e+01,3.035254426213500878e+01,1.003267427924314781e+01,1.282703519723970675e+00,4.117886851504963808e+00
3.092983371565681523e+02,2.349037256298447573e+02,1.685666208223930198e+02,1.125806823798499465e+02,6.766578954793374123e+01,3.410709378888363119e+01,1.203223030768871737e+01,1.501833905013365333e+00,2.544902686217528576e+00,1.517432542993537403e+01
2.417267508014542443e+02,1.765410420298481711e+02,1.197618021905449694e+02,7.345921166150242243e+01,3.828378567578652536e+01,1.449248700530382905e+01,2.199570674230099332e+00,1.458647851771247339e+00,1.229475617369871365e+01,3.471841832935343319e+01
1.826428187673278387e+02,1.266660127508392151e+02,7.944463787968429358e+01,4.282539526414248598e+01,1.738943612462688648e+01,3.365534542711625665e+00,8.545653617591146833e-01,9.903116119516782945e+00,3.053226398216759563e+01,6.275016554975913863e+01
1.320465410541892481e+02,8.527863779281810253e+01,4.761512788981148958e+01,2.067923318777028285e+01,4.982740894454972924e+00,7.262364011071139602e-01,7.997214370275787410e+00,2.683523870824996393e+01,5.725742611162411322e+01,9.926956709115250987e+01
8.993791766203814575e+01,5.237891715578443552e+01,2.427327222092624126e+01,7.020725432385655829e+00,1.063699985270679660e+00,6.574592580490252303e+00,2.362751769978011751e+01,5.225501561797084094e+01,9.247024256206825044e+01,1.442766229535335754e+02
5.631694859087478022e+01,2.796685083973852315e+01,9.419070873028656976e+00,1.849871997988722150e+00,5.632313397074060646e+00,2.091060308086106900e+01,4.774547535027215872e+01,8.616244684867942283e+01,1.361707133335002311e+02,1.977713331369023706e+02
3.118363384069910182e+01,1.204243884468026415e+01,3.052523846118755824e+00,5.166672884579440961e+00,1.868858112986506725e+01,4.373426790221952842e+01,8.035108732175177693e+01,1.285575324003754361e+02,1.883588384259196289e+02,2.597536976412585545e+02
1.453797341151106082e+01,4.605681170609660313e+00,5.173631140196490286e+00,1.697112809215778384e+01,4.023250318364372902e+01,7.504558704456557905e+01,1.214443536142190254e+02,1.794402722730592075e+02,2.490346178393267280e+02,3.302237164666025819e+02
6.379967303310662530e+00,5.656577817526705410e+00,1.578239275526189189e+01,3.726323762072382095e+01,7.026407955841010278e+01,1.148445605078993168e+02,1.710252742276740321e+02,2.388106664667307371e+02,3.181980515737217274e+02,4.091813896129343675e+02
