6.439227184537226201e-01,2.957330397088107632e-01,9.618289687408171362e-02,5.225877905703926740e-02,1.680196704218393233e-01,4.459335934435071369e-01,8.875526689439482420e-01,1.493875515032019319e+00,2.265552563837029076e+00,3.203007875351107092e+00,4.306514303157281454e+00,5.576241450589003890e+00,7.012287147433947432e+00,8.614698611895937219e+00,1.038348696656823122e+01,1.231863736089155026e+01,1.442011612190599656e+01,1.668787585330344214e+01,1.912185909150341345e+01,2.172200092970676621e+01
2.587214321291511632e-01,9.510267251517651177e-02,8.403874821919732341e-02,2.309589649033226555e-01,5.390807887487649719e-01,1.010377330351801106e+00,1.646090867415487047e+00,2.447016453020218751e+00,3.413665553144850762e+00,4.546364363014502530e+00,5.845315024377642388e+00,7.310634939857674652e+00,8.942382698741118574e+00,1.074057556139512748e+01,1.270520147260248045e+01,1.483622744044880193e+01,1.713360544686588582e+01,1.959727664806618108e+01,2.222717436863292662e+01,2.502322623057049356e+01
1.138700823958162106e-01,1.204516211059065561e-01,2.831984508351155783e-01,6.061039355045702015e-01,1.091609543579176833e+00,1.741232007425079109e+00,2.555927885892601115e+00,3.536304516528534503e+00,4.682745219012331539e+00,5.995485943515234339e+00,7.474663625547404600e+00,9.120347531349423775e+00,1.093256006495698429e+01,1.291129086140621851e+01,1.505650649228483218e+01,1.736815723680229695e+01,1.984618184868670809e+01,2.249051092796741358e+01,2.530106930462147474e+01,2.827777771116120675e+01
1.599771561236856265e-01,3.244654089271643560e-01,6.484686248817025378e-01,1.134647944380143825e+00,1.784724888562200462e+00,2.599792775808178913e+00,3.580543083616407163e+00,4.727408992711465530e+00,6.040654932493172424e+00,7.520433126487978015e+00,9.166820013820725421e+00,1.097984020124482463e+01,1.295948252120933475e+01,1.510571097879975433e+01,1.741847231619669500e+01,1.989770129206182503e+01,2.254332438739399080e+01,2.535526240851362445e+01,2.833343230435777116e+01,3.147774841557538750e+01
3.595514488540358933e-01,6.713097561478614805e-01,1.145707063466213649e+00,1.784162026784917643e+00,2.587724715859110791e+00,3.557093556419193892e+00,4.692712800597704792e+00,5.994853203570418287e+00,7.463668312954438555e+00,9.099232265491805194e+00,1.090156507898283067e+01,1.287064970897470850e+01,1.500644367772544285e+01,1.730888708681361265e+01,1.977790818472956147e+01,2.241342725505749200e+01,2.521535933276299701e+01,2.818361609016566405e+01,3.131810712603260782e+01,3.461874081970793782e+01
6.836435062349891512e-01,1.133378198539287673e+00,1.748678781307122287e+00,2.529799834702130212e+00,3.477162349913041961e+00,4.591094780237704676e+00,5.871809753923051822e+00,7.319425850672827139e+00,8.933992733661410668e+00,1.071551138061512276e+01,1.266394894855124953e+01,1.477924937026465635e+01,1.706134083369281385e+01,1.951014104536950811e+01,2.212556092716334177e+01,2.490750720104973936e+01,2.785588417827788632e+01,3.097059497357972901e+01,3.425154229939442985e+01,3.769862894995722513e+01
1.109566391331300084e+00,1.689087472887347285e+00,2.436927601121204656e+00,3.352246377541519884e+00,4.434873055586504798e+00,5.684788076927678624e+00,7.101986194646054962e+00,8.686442845797841983e+00,1.043810997548254171e+01,1.235691974498018020e+01,1.444278958823286274e+01,1.669562673159382271e+01,1.911533176990525362e+01,2.170180134398012939e+01,2.445493007753808001e+01,2.737461193593511766e+01,3.046074114324192195e+01,3.371321276456355776e+01,3.713192303476970579e+01,4.071676949450726113e+01
1.619310174390017121e+00,2.321345693203848537e+00,3.194299155130002621e+00,4.236296534850007234e+00,5.446608503211663788e+00,6.824886989406836690e+00,8.370921078930736670e+00,1.008455108649732068e+01,1.196563671429045428e+01,1.401404516294028291e+01,1.622964692930553099e+01,1.861231458996554622e+01,2.116192269271275350e+01,2.387834799295498200e+01,2.676146972945079128e+01,2.981116982569217555e+01,3.302733298375751048e+01,3.640984667014689791e+01,3.995860100509972312e+01,4.367348857003396745e+01
2.198414902606171228e+00,3.016464748556404896e+00,4.007893547340721341e+00,5.169848486784636599e+00,6.501071291231155236e+00,8.000902806908054998e+00,9.668937363597574830e+00,1.150488732270489578e+01,1.350852503752645539e+01,1.567965619458631998e+01,1.801810684394767392e+01,2.052371675078989810e+01,2.319633579780452237e+01,2.603582191003175694e+01,2.904203975753157252e+01,3.221485986082351616e+01,3.555415790519123220e+01,3.905981416168050657e+01,4.273171296031740241e+01,4.656974218640727514e+01
2.835154068130639970e+00,3.763373256662248867e+00,4.867308418203157849e+00,6.143177266546549831e+00,7.589219228688755869e+00,9.204479740743245486e+00,1.098836818887889955e+01,1.294047542768138825e+01,1.506049086233424283e+01,1.734816176443304059e+01,1.980327197654499471e+01,2.242563010553952552e+01,2.521506261167392182e+01,2.817140953832433681e+01,3.129452172084614858e+01,3.458425885128616528e+01,3.804048805241368569e+01,4.166308276233839791e+01,4.545192181259319852e+01,4.940688862896827516e+01
