8.854718699252555325e+01,8.355239681697780441e+01,7.860767792910732510e+01,7.375921914417928349e+01,6.903226478745062877e+01,6.444174236197171979e+01,5.999700433542704303e+01,5.570417410596574115e+01,5.156740059934099918e+01,4.758957163569285598e+01,4.377274024961634780e+01,4.011839020512816489e+01,3.662760721750240123e+01,3.330119269796189485e+01,3.013974127394564917e+01,2.714369480622239195e+01,2.431338076207968157e+01,2.164903993721640774e+01,1.915084677740770758e+01,1.681892446434420663e+01
5.123746718707188563e+01,4.745015366068162876e+01,4.373852560123184929e+01,4.013858461433612490e+01,3.667006975216167319e+01,3.334467076752272163e+01,3.016971311142823353e+01,2.714998844450544269e+01,2.428873656563921912e+01,2.158820505640170495e+01,1.904998434931898288e+01,1.667521670748909557e+01,1.446473113191564863e+01,1.241913304743097868e+01,1.053886545051799750e+01,8.824251519854213299e+00,7.275524875964144655e+00,5.892851424286740247e+00,4.676345346080795551e+00,3.626080945914940123e+00
3.267580407964629075e+01,2.966196708224488532e+01,2.674022329472725801e+01,2.394004867472290243e+01,2.127765574697212259e+01,1.876266025000818871e+01,1.640108918337633526e+01,1.419688113305710075e+01,1.215269353611903824e+01,1.027036385481183878e+01,8.551186191423790106e+00,6.996084052901119676e+00,5.605721996104291449e+00,4.380579902342188525e+00,3.321003637452841328e+00,2.427240355610909894e+00,1.699463561670258693e+00,1.137791188416841015e+00,7.422988133079095885e-01,5.130294315640415714e-01
2.166047654628158980e+01,1.921689636812331514e+01,1.687750624694258406e+01,1.466697101149371463e+01,1.259890320288716836e+01,1.068138946246627796e+01,8.919499487552045025e+00,7.316542922435867347e+00,5.874747849468280769e+00,4.595649364464357234e+00,3.480323095935205835e+00,2.529531269672850691e+00,1.743817203701841567e+00,1.123568220542659812e+00,6.690585750528853515e-01,3.804793712368687020e-01,2.579597927960591841e-01,3.015824039803468581e-01,5.113943210329028322e-01,8.874154559021384392e-01
1.454052997319665153e+01,1.254885357925596168e+01,1.067095346869870909e+01,8.927681859413951315e+00,7.330590918305994741e+00,5.886555543546979408e+00,4.599886811985171242e+00,3.473395958914887505e+00,2.508970821703523590e+00,1.707906883887230887e+00,1.071106642988897351e+00,5.992045164842857430e-01,2.926477458813605548e-01,1.517503048771878527e-01,1.767296997347408694e-01,3.677326171305682623e-01,7.248531181760510256e-01,1.248145739090989803e+00,1.937635041841404115e+00,2.793322645884164679e+00
9.720236070109761428e+00,8.102892738267087225e+00,6.607266409956288555e+00,5.251051138984506039e+00,4.044092387836692559e+00,2.992261311083818764e+00,2.099240584718824909e+00,1.367428588528791122e+00,7.984313190316838504e-01,3.933457776946499562e-01,1.529310495372330769e-01,7.771568242299210783e-02,1.680673331830107031e-01,4.242392172498100633e-01,8.464018333685435769e-01,1.434665075263572787e+00,2.189093910360525364e+00,3.109719657949636229e+00,4.196548197233195054e+00,5.449565995140895680e+00
6.378015677658650517e+00,5.080204069057799643e+00,3.910887684375195850e+00,2.885064759940060952e+00,2.011123910687926397e+00,1.294079492912918683e+00,7.370777779231646454e-01,3.421647309182105912e-01,1.107057682979048219e-01,4.362846669369348229e-02,1.415694938209403897e-01,4.049670269533428568e-01,8.341207892246372824e-01,1.429232132646941267e+00,2.190431430219925701e+00,3.117797169103572408e+00,4.211369482273960685e+00,5.471159870986895157e+00,6.897158266786572511e+00,8.489338202364132613e+00
4.043386766644650798e+00,3.024320955156546642e+00,2.139663396895449043e+00,1.402060612423102759e+00,8.186303252364317551e-01,3.936394574899252374e-01,1.297663440066434415e-01,2.874951858583647130e-02,9.174452583085207502e-02,3.195311433990682404e-01,7.126392473900167168e-01,1.271428179643307788e+00,1.996138400843161520e+00,2.886926019573858415e+00,3.943886404852383176e+00,5.167070646096374453e+00,6.556497211771218581e+00,8.112160314727836052e+00,9.834035974456183382e+00,1.172208644037135095e+01
2.425890696141330682e+00,1.654028052305294372e+00,1.021817577804368549e+00,5.398201955225575555e-01,2.140265504766043214e-01,4.804070967181753304e-02,4.412602272765291794e-02,2.037483807101741207e-01,5.278772053343010473e-01,1.017161200085375583e+00,1.672035533892502368e+00,2.492789634109653818e+00,3.479611405058245399e+00,4.632616831601255925e+00,5.951870239792905082e+00,7.437398421612939181e+00,9.089200632553051662e+00,1.090725575339997278e+01,1.289152746586524678e+01,1.504196801289354291e+01
1.335858387742282716e+00,7.860747738987284849e-01,3.806542876425995092e-01,1.282842208942475137e-01,3.394268918715016153e-02,1.006382727051728376e-01,3.302615122872329390e-01,7.240333659174453818e-01,1.282756048753816325e+00,2.006960511644211298e+00,2.896996841774080345e+00,3.953091657669740133e+00,5.175385648779980308e+00,6.563958754163072840e+00,8.118847411917252899e+00,9.840056586019450435e+00,1.172756827167054716e+01,1.378134757584534853e+01,1.600134709640930097e+01,1.838751008682986310e+01
