1.035015781548862357e+01,8.110531934909801066e+00,6.105787604820738679e+00,4.370199819572845534e+00,2.920121206103885481e+00,1.764200290637332857e+00,9.073326165729219683e-01,3.524151784081761551e-01,1.012076013907281941e-01,1.547884482691571362e-01,5.138119707919566181e-01,1.178659679605687849e+00,2.149533335754529872e+00,3.426513778171111468e+00,5.009599028463991743e+00
9.840966629543382638e+00,7.660170869923117465e+00,5.715685636251355284e+00,4.041106275705472761e+00,2.652469766697894471e+00,1.558258222494778300e+00,7.632714201751241712e-01,2.703475876874872896e-01,8.120848121576562662e-02,1.969073096491034125e-01,6.180808239577824104e-01,1.345098151215722515e+00,2.378152107668154880e+00,3.717316957217514872e+00,5.362585813183119221e+00
9.344758896098728229e+00,7.222793257437015946e+00,5.338567120182557524e+00,3.724996184338682070e+00,2.397801779792487764e+00,1.365299606852807823e+00,6.321936762779097885e-01,2.012634494673822827e-01,7.419281354138680673e-02,2.520096235296332976e-01,7.353331296241926163e-01,1.524520075326341262e+00,2.619754332082365522e+00,4.021103588764502135e+00,5.728556050402832334e+00
8.861534615154656791e+00,6.798399097451500950e+00,4.974432056614342734e+00,3.421869545472477459e+00,2.156117245387663139e+00,1.185324443711421205e+00,5.140993848812793754e-01,1.451627637478610233e-01,8.016059836759176216e-02,3.200953899107470968e-01,8.655688877911866808e-01,1.716925451937542757e+00,2.874340008997158247e+00,4.337873672812071923e+00,6.107509740123129305e+00
8.391293786711166547e+00,6.386988389966566260e+00,4.623280445546711803e+00,3.131726359106855373e+00,1.927416163483423484e+00,1.018332733070618223e+00,4.089885459852325433e-01,1.020455305289234421e-01,9.911183569438040963e-02,4.011646087924444770e-01,1.008788098458764049e+00,1.922314281049329665e+00,3.141909138412534830e+00,4.667627209360225571e+00,6.499446882344009246e+00
7.934036410768260161e+00,5.988561134982216316e+00,4.285112286979664731e+00,2.854566625241816702e+00,1.711698534079767020e+00,8.643244749303991004e-01,3.168611595897696254e-01,7.191174981056963622e-02,1.310465255217529157e-01,4.952172801747257713e-01,1.164990761626925275e+00,2.140686562661698655e+00,3.422461720328495716e+00,5.010364198408964853e+00,6.904367477065476599e+00
7.489762487325941187e+00,5.603117332498450232e+00,3.959927580913199741e+00,2.590390343877361889e+00,1.508964357176694415e+00,7.232996692907637248e-01,2.377172256948902607e-01,5.476142159279960564e-02,1.759646678497090999e-01,6.022534040575909797e-01,1.334176877295670582e+00,2.372042296774651948e+00,3.715997754745041348e+00,5.366084639958286218e+00,7.322271524287521594e+00
7.058472016384201631e+00,5.230656982515268005e+00,3.647726327347320385e+00,2.339197515013492268e+00,1.319213632774206113e+00,5.952583161517119859e-01,1.715567443005948101e-01,5.059454587561330874e-02,2.338662626782490594e-01,7.222729804410392696e-01,1.516346445464999082e+00,2.616381483388189988e+00,4.022517241662169951e+00,5.734788534008191441e+00,7.753159024010157552e+00
6.640164997943049485e+00,4.871180085032670526e+00,3.348508526282024000e+00,2.100988138650204728e+00,1.142446360872300781e+00,4.802004155132441054e-01,1.183797154068830099e-01,5.941112265901075246e-02,3.047513100073727110e-01,8.552760093250717510e-01,1.711499466134910996e+00,2.873704122502310554e+00,4.342020181079882413e+00,6.116475880558681411e+00,8.197029976233372039e+00
6.234841432002476758e+00,4.524686640050656905e+00,3.062274177717311474e+00,1.875762214787501714e+00,9.786625414709795301e-01,3.781259673753599171e-01,7.818613901375501274e-02,8.121115194299194373e-02,3.886198098370801102e-01,1.001262490709688313e+00,1.919635939305407435e+00,3.144010214117015867e+00,4.674506572998177845e+00,6.511146679609757015e+00,8.653884380957173050e+00
5.842501318562485224e+00,4.191176647569219149e+00,2.789023281653179698e+00,1.663519743425377673e+00,8.278621745702399171e-01,2.890349717380586991e-01,5.097601512121036765e-02,1.159946337275574724e-01,4.854717621673733108e-01,1.160232424594890732e+00,2.140755864976488620e+00,3.427299758232306814e+00,5.019976417417061576e+00,6.918800931161415591e+00,9.123722238181557032e+00
5.463144657623081102e+00,3.870650107588368360e+00,2.528755838089631780e+00,1.464260724563842597e+00,6.900452601700847177e-01,2.129274286013407014e-01,3.674934372925010850e-02,1.637615680127070816e-01,5.953071669982489267e-01,1.332185810980676122e+00,2.374859243148159216e+00,3.723572754848184285e+00,5.378429714336530054e+00,7.339438635213668682e+00,9.606543547906536418e+00
5.096771449184254621e+00,3.563107020108101874e+00,2.281471847026666389e+00,1.277985158202886939e+00,5.652117982705134880e-01,1.498033379652075892e-01,3.550612483787365936e-02,2.245119547984407715e-01,7.181260243297101775e-01,1.517122649867047146e+00,2.621946073820408341e+00,4.032829203964645615e+00,5.749866463756583279e+00,7.773059791766495863e+00,1.010234831013208812e+01
4.743381693246021769e+00,3.268547385128421912e+00,2.047171308464290185e+00,1.104693044342519359e+00,4.533617888715278932e-01,9.966269982965894614e-02,4.724635844708117288e-02,2.982457940847574873e-01,8.539283341617531775e-01,1.715042941253998920e+00,2.882016356993240436e+00,4.355069105581684141e+00,6.134286665677214145e+00,8.219664400819905126e+00,1.061113652485822989e+01
4.402975389808373663e+00,2.986971202649326695e+00,1.825854222402496951e+00,9.443843829827351932e-01,3.544952319731258794e-01,6.250551419469406456e-02,7.197004455687243396e-02,3.849630858716581727e-01,1.002714096494379703e+00,1.925946685141534331e+00,3.155070092666655501e+00,4.690292459699308303e+00,6.531690320098432423e+00,8.679252462373897359e+00,1.113290819208494398e+01
