1.546458263561164586e+02,1.242727587661869819e+02,9.744293160478807181e+01,7.405299435404160135e+01,5.401689074998694906e+01,3.726480850523785193e+01,2.374575258576727421e+01,1.344725455242465095e+01,6.607951787150501133e+00,nan
1.475876966161911810e+02,1.179568192198670289e+02,9.186332758729371051e+01,6.920432292933776353e+01,4.989399284008725743e+01,3.386238229848434145e+01,2.105738069500818455e+01,1.146185153596933581e+01,5.284221748259135154e+00,nan
1.407006136222406099e+02,1.118119264195218534e+02,8.645477031577412674e+01,6.452669825060863218e+01,4.594214167616235045e+01,3.063100283770561205e+01,1.854005555022385465e+01,9.647495265488805316e+00,4.131538455342538718e+00,nan
1.339845773742648589e+02,1.058380803651514128e+02,8.121725979022930630e+01,6.002012031785436363e+01,4.216133725821222811e+01,2.757067012290166730e+01,1.619377715141431295e+01,8.004185740983047026e+00,3.149901908400719819e+00,nan
1.274395878722638571e+02,1.000352810567557498e+02,7.615079601065926340e+01,5.568458913107482289e+01,3.855157958623686909e+01,2.468138415407248232e+01,1.401854549857954346e+01,6.531922962452057391e+00,2.339312107433670906e+00,nan
1.210656451162376612e+02,9.440352849433482163e+01,7.125537897706395540e+01,5.152010469027003126e+01,3.511286866023627340e+01,2.196314493121804290e+01,1.201436059171951065e+01,5.230706929895822199e+00,1.699769052441381101e+00,nan
1.148627491061861576e+02,8.894282267788874208e+01,6.653100868944343915e+01,4.752666699544004558e+01,3.184520448021046235e+01,1.941595245433840944e+01,1.018122243083427847e+01,4.100537643314371650e+00,1.231272743423870164e+00,nan
1.088308998421094600e+02,8.365316360741739743e+01,6.197768514779767912e+01,4.370427604658478771e+01,2.874858704615940042e+01,1.703980672343353575e+01,8.519131015923807837e+00,3.141415102707684870e+00,9.338231803811253284e-01,nan
1.029700973240075399e+02,7.853455128292080190e+01,5.759540835212672505e+01,4.005293184370434290e+01,2.582301635808312312e+01,1.483470773850342361e+01,7.028086346988104971e+00,2.353339308075770298e+00,8.074203633131521451e-01,nan
9.728034155188041154e+01,7.358698570439901232e+01,5.338417830243053430e+01,3.657263438679864009e+01,2.306849241598161626e+01,1.280065549954808901e+01,5.708088424027178753e+00,1.736310259418627711e+00,8.520642922199485048e-01,nan
