2.486314503545121113e+01,1.859717232054938663e+01,1.307632215601225312e+01,8.485137028557668160e+00,4.874764573049037431e+00,2.263684083590624674e+00,6.593869317484515324e-01,6.495345716139089287e-02,4.814800268926526239e-01,1.909084113791656323e+00
2.184017259991750137e+01,1.599463327526590462e+01,1.090865867411584844e+01,6.756950385770047696e+00,3.587924619030320450e+00,1.419021800064955929e+00,2.572641001848362530e-01,1.054955170058162334e-01,9.646832866903778392e-01,2.834868640795075834e+00
1.901629773761951370e+01,1.359119180321814291e+01,8.940092765455155188e+00,5.227861316218148424e+00,2.500182238247333100e+00,7.734570897750226992e-01,5.423884185695799359e-02,3.451351500859790589e-01,1.646984119723839513e+00,3.959750741034225641e+00
1.639152044855727297e+01,1.138684790440613881e+01,7.170624430030221319e+00,3.897869819902003652e+00,1.611537430700093143e+00,3.269899527208312007e-01,5.031115676481914822e-02,7.838723564018817980e-01,2.528382525993039476e+00,5.283730414509119733e+00
1.396584073273077564e+01,9.381601578829883437e+00,5.600253667841021077e+00,2.766975896821591174e+00,9.219901963885904772e-01,7.962038890237721489e-02,2.454810449084185442e-01,1.421707135953521828e+00,3.608878505497982392e+00,6.806807661219755445e+00
1.173925859014000572e+01,7.575452826489349256e+00,4.228980478887556238e+00,1.835179546976917875e+00,4.315405353128247690e-01,3.134839831966126922e-02,6.397485062877540374e-01,2.258639488740895818e+00,4.888472058238654938e+00,8.528982481166114127e+00
9.711774020784980976e+00,5.968401647384553144e+00,3.056804863169828579e+00,1.102480770367979090e+00,1.401884474727963792e-01,1.821739809726841686e-01,1.233113540902832872e+00,3.294669414764018534e+00,6.367163184215073990e+00,1.045025487434822864e+01
7.883387024665697851e+00,4.560448041515503093e+00,2.083726820687844761e+00,5.688795669947823708e-01,4.793393286850749363e-02,5.320971368614455521e-01,2.025576148753647665e+00,4.529796914022874432e+00,8.044951883427232886e+00,1.257062484076608833e+01
6.254097601782144800e+00,3.351592008882188001e+00,1.309746351441596346e+00,2.343759368573233304e-01,1.547769914999562735e-01,1.081117865985942839e+00,3.017136329840195419e+00,5.964021986517458629e+00,9.921838155875120080e+00,1.489009238041965233e+01
4.823905752134328040e+00,2.341833549484608312e+00,7.348634554310846667e-01,9.896987995560206641e-02,4.607176233671454457e-01,1.829236168346183078e+00,4.207794084162491899e+00,7.597344632247797769e+00,1.199782200155875778e+01,1.740865749330898637e+01
