3.659185219289456281e+00,1.480087791285358056e+00,2.643664119437645343e-01,8.223954891085979990e-02,9.556679417519027275e-01,2.892585160138787970e+00,5.895772371112014021e+00,9.965844168386036372e+00,1.510242433133237405e+01,2.130465333204638867e+01
2.915657007039657245e+00,1.024341850196289094e+00,1.044926057441183248e-01,2.211298165974760199e-01,1.394572815962266565e+00,3.632081749186411468e+00,6.936116646284781417e+00,1.130712339015978607e+01,1.674463090043768432e+01,2.324772336305686693e+01
2.259397542736168329e+00,6.558646570535310305e-01,3.188754749078268752e-02,4.472888322304027220e-01,1.920746438118941857e+00,4.458847086180345975e+00,8.063729669403855382e+00,1.273567135987984322e+01,1.847410621748931803e+01,2.527806214201363844e+01
1.690406826378981986e+00,3.746562118570792577e-01,4.655123718375848985e-02,7.607165958096456793e-01,2.534188808221936817e+00,5.372881171120605259e+00,9.278611440469264338e+00,1.425148807754623981e+01,2.029085028248727696e+01,2.739566966891675293e+01
1.208684857968116422e+00,1.807165146069433237e-01,1.484836748230452530e-01,1.161413107335194983e+00,3.234899926271235238e+00,6.374184004007159565e+00,1.058076195948095766e+01,1.585457354315892076e+01,2.219486309543152558e+01,2.960054594376616066e+01
8.142316375035603127e-01,7.404556530311784401e-02,3.376848604086425398e-01,1.649378366807054741e+00,4.022879792266841115e+00,7.462755584840026657e+00,1.197018122643897975e+01,1.754492775671791449e+01,2.418614465632208166e+01,3.189269096656188651e+01
5.070471649853149909e-01,5.464336394560291577e-02,6.141547939405505030e-01,2.224612374225225508e+00,4.898128406208759777e+00,8.638595913619207423e+00,1.344686924134329509e+01,1.932255071822321568e+01,2.626469496515895585e+01,3.427210473730390561e+01
2.871314404133787912e-01,1.225099105343996075e-01,9.778934754187735834e-01,2.887115129589714169e+00,5.860645768097001884e+00,9.901704990344708079e+00,1.501082600419394275e+01,2.118744242767484920e+01,2.843051402194215171e+01,3.673878725599227124e+01
1.544844637877546001e-01,2.776452050695077944e-01,1.428900904843305453e+00,3.636886632900508953e+00,6.910431877931544342e+00,1.125208281501651442e+01,1.666205151499089254e+01,2.313960288507277596e+01,3.068360182667166214e+01,3.929273852262692657e+01
1.091062351084423065e-01,5.200492475509257417e-01,1.967177082214146333e+00,4.473926884157613415e+00,8.047486735712396921e+00,1.268972938763462821e+01,1.840054577373414801e+01,2.517903209041702084e+01,3.302395837934746936e+01,4.193395853720787869e+01
