1.158876178686314340e+01,7.337632006501777937e+00,3.991631255956329394e+00,1.658403060942326590e+00,3.717262868123747399e-01,1.443831583709832556e-01,9.814670292431689758e-01,2.884807210990115500e+00,5.854710473149171257e+00,9.890722548146051452e+00
9.692588559839553142e+00,5.844353959103215423e+00,2.912574197402967968e+00,9.976157058297354663e-01,1.309593808330357656e-01,3.244446531638121578e-01,1.582715284611202256e+00,3.907364391599529085e+00,7.298565940022779586e+00,1.175578686168688414e+01
7.967462078790760849e+00,4.522122657679445545e+00,2.004563884824386299e+00,5.078750966919219900e-01,6.123922082846919301e-02,6.755528939314087156e-01,2.355010285953998750e+00,5.100968318183701555e+00,8.913468152871143246e+00,1.379189792120246238e+01
6.413382343716731881e+00,3.370938102230439881e+00,1.267600318220573286e+00,1.891812335288769464e-01,1.625658067986712751e-01,1.197707880673773095e+00,3.298352033271564565e+00,6.465618990742640015e+00,1.069941711169427734e+01,1.599905572669281462e+01
5.030349354617462687e+00,2.390800292756194434e+00,7.016834975915243744e-01,4.153411634059972490e-02,4.349391387436458145e-01,1.890909613390916011e+00,4.412740526563912802e+00,8.001316409276366670e+00,1.265641281649220140e+01,1.837726027815797281e+01
3.818363111492975026e+00,1.581709229256728966e+00,3.068134229372511124e-01,6.493374512709379487e-02,8.783592166633874543e-01,2.755158092082819810e+00,5.698175765831017259e+00,9.708060573784845104e+00,1.478445526726486747e+01,2.092651157559785702e+01
2.777423614343254687e+00,9.436649117320328184e-01,8.299009425774636628e-02,2.593801198883565196e-01,1.492826040557896805e+00,3.790453316749492263e+00,7.154657751072892147e+00,1.158585148426809397e+01,1.708354446401230931e+01,2.364680961901251166e+01
1.907530863168295676e+00,4.766673401821006628e-01,3.021351155301072594e-02,6.248732406243929782e-01,2.278339610427185136e+00,4.996795287390949802e+00,8.782186482289549900e+00,1.363468914072613636e+01,1.955368040673454999e+01,2.653815440840195450e+01
1.208684857968116422e+00,1.807165146069433237e-01,1.484836748230452530e-01,1.161413107335194983e+00,3.234899926271235238e+00,6.374184004007159565e+00,1.058076195948095766e+01,1.585457354315892076e+01,2.219486309543152558e+01,2.960054594376616066e+01
6.808855987427049339e-01,5.581243500655462542e-02,4.378005840678484972e-01,1.868999720020764643e+00,4.362506988090053106e+00,7.922619466598144200e+00,1.255038418264714117e+01,1.824550469156647736e+01,2.500709253010327870e+01,3.283398422510513370e+01
