2.471447402926875441e+02,2.105915364193916162e+02,1.750974550799647318e+02,1.394142721511357763e+02,1.067192982559547971e+02,7.799174841916875778e+01,5.363266021059502009e+01,3.383357892606542805e+01,1.869518447853846865e+01,8.273752299434065094e+00,2.601937864798674394e+00,1.699021355469414907e+00,5.576342436929777158e+00,1.424035175377862927e+01,2.769440083303935296e+01,4.593982684227103164e+01,6.897662482218969160e+01,9.680386901527656107e+01,1.294199763800777419e+02,1.668228678885904515e+02,2.090100618821146554e+02,2.559787212164077914e+02,3.077256683219986257e+02,3.642473775704692116e+02,4.255399513180439612e+02
2.365297905506734821e+02,1.993535198662254686e+02,1.648366353297947740e+02,1.302663713791984890e+02,9.873046284766903113e+01,7.118304672375784037e+01,4.801524561504885469e+01,2.941390034688977906e+01,1.547718198956833469e+01,6.259914359752755786e+00,1.793861238324019114e+00,2.097729597582875360e+00,7.182477325965681558e+00,1.705429344602942265e+01,3.171634589649132963e+01,5.116984029780614662e+01,7.541467554734155954e+01,1.044498541591604095e+02,1.382737383200276327e+02,1.768842060024878151e+02,2.202787406402236741e+02,2.684544756107250691e+02,3.214082073367704879e+02,3.791363861894284355e+02,4.416350914232999685e+02
2.262273408086593918e+02,1.884280033130593495e+02,1.548883155796248161e+02,1.214309706072612443e+02,9.105412743938326514e+01,6.468684502834689454e+01,4.271033101950271060e+01,2.530672176771414428e+01,1.257167950059819361e+01,4.558576420071450030e+00,1.298284611849364278e+00,2.808937839696335814e+00,9.101112215001588623e+00,2.018073513828022314e+01,3.605079095994332050e+01,5.671235375334131135e+01,8.216522627249344168e+01,1.124083393030442721e+02,1.474400002599775519e+02,1.872580441163851503e+02,2.318599193983326359e+02,2.812427300050422900e+02,3.354032463515420659e+02,3.943378948083874320e+02,4.580427315285559757e+02
2.162373910666454151e+02,1.778149867598932587e+02,1.452524958294548867e+02,1.129080698353239995e+02,8.369029203109749915e+01,5.850314333293592739e+01,3.771791642395658073e+01,2.151204318853850950e+01,9.978677011628054316e+00,3.169738480390141611e+00,1.115207985374709221e+00,3.832646081809795380e+00,1.133224710403748681e+01,2.361967683053101297e+01,4.069773602339528651e+01,6.256736720887642633e+01,8.922827699764528120e+01,1.206793244469281348e+02,1.569187621999275279e+02,1.979443822302825424e+02,2.437535981564417398e+02,2.943434843993595678e+02,3.497107853663137575e+02,4.098519034273466559e+02,4.747628716338119830e+02
2.065599413246312395e+02,1.675144702067271396e+02,1.359291760792849288e+02,1.046976690633867264e+02,7.663895662281173315e+01,5.263194163752498156e+01,3.303800182841042243e+01,1.802986460936287472e+01,7.698174522657919461e+00,2.093400540708833635e+00,1.244631358900053497e+00,5.168854323923253169e+00,1.387588199307339387e+01,2.737111852278181345e+01,4.565718108684725252e+01,6.873488066441157684e+01,9.660382772279717756e+01,1.292628095908120258e+02,1.667100241398774756e+02,2.089432203441799061e+02,2.559597769145506163e+02,3.077567387936768455e+02,3.643308243810852787e+02,4.256784120463057661e+02,4.917955117390679902e+02
1.971949915826172628e+02,1.575264536535610773e+02,1.269183563291149710e+02,9.679976829144945327e+01,6.990012121452593874e+01,4.707323994211404283e+01,2.867058723286427124e+01,1.486018603018723105e+01,5.730172033687779276e+00,1.329562601027526769e+00,1.686554732425398884e+00,6.817562566036715843e+00,1.673201688210929206e+01,3.143506021503260328e+01,5.092912615029923984e+01,7.521489411994670604e+01,1.042918784479490881e+02,1.381587947346958742e+02,1.768137860798274801e+02,2.202545584580772697e+02,2.684784556726596065e+02,3.214824931879940664e+02,3.792633633958571409e+02,4.418174206652649332e+02,5.091406518443241680e+02
1.881425418406032293e+02,1.478509371003949866e+02,1.182200365789449563e+02,8.921436751951220856e+01,6.347378580624015854e+01,4.182703824670308990e+01,2.461567263731813071e+01,1.200300745101159450e+01,4.074669544717642644e+00,8.782246613462190155e-01,2.440978105950744492e+00,8.778770808150174076e+00,1.990065177114520978e+01,3.581150190728340021e+01,5.651357121375119874e+01,8.200740757548184945e+01,1.122924291731009276e+02,1.473672798785797227e+02,1.872300480197773709e+02,2.318783965719746334e+02,2.813096344307685399e+02,3.355207475823111736e+02,3.945084024106288325e+02,4.582689292842238729e+02,5.267982919495801752e+02
1.794025920985891105e+02,1.384879205472288675e+02,1.098342168287750411e+02,8.194146674757493543e+01,5.735995039795437833e+01,3.689333655129213696e+01,2.087325804177197952e+01,9.458328871835954388e+00,2.731667055747503792e+00,7.393867216649113727e-01,3.507901479476088102e+00,1.105247905026363497e+01,2.338178666018110619e+01,4.050044359953418649e+01,6.241051627720317896e+01,8.911242103101696443e+01,1.206054798982528098e+02,1.568882650224635427e+02,1.979588099597273185e+02,2.438147346858719970e+02,2.944533131888777007e+02,3.498715019766285650e+02,4.100659414254004673e+02,4.750329379031830968e+02,5.447684320548361256e+02
1.709751423565751338e+02,1.294374039940628052e+02,1.017608970786050975e+02,7.498106597563771913e+01,5.155861498966862655e+01,3.227213485588118402e+01,1.744334344622582478e+01,7.226150292660313390e+00,1.701164566777365827e+00,9.130487819836040631e-01,4.887324853001433489e+00,1.363868729237709410e+01,2.717542154921701325e+01,4.550188529178498698e+01,6.861996134065518049e+01,9.652993448655213626e+01,1.292310306234046777e+02,1.667217501663474479e+02,2.090000718996773230e+02,2.560635727997694175e+02,3.079094919469867477e+02,3.645347563709459564e+02,4.259359804401721590e+02,4.921094465221420364e+02,5.630510721600920760e+02
1.628601926145609298e+02,1.206993874408967145e+02,9.400007732843512542e+01,6.833316520370043179e+01,4.606977958138283213e+01,2.796343316047023109e+01,1.432592885067968425e+01,5.306471713484674169e+00,9.831620778072273081e-01,1.399210842302296642e+00,6.579248226526781096e+00,1.653739553449054966e+01,3.128155643825290966e+01,5.081582698403580167e+01,7.514190640410716071e+01,1.042599479420872512e+02,1.381690813485565457e+02,1.768677353102313532e+02,2.203538338396271570e+02,2.686249109136667244e+02,3.216781707050956243e+02,3.795105107652630068e+02,4.421185194549437938e+02,5.094984551411012603e+02,5.816462122653480264e+02
