2.486314503545121113e+01,1.945476050386341882e+01,1.456270853125013076e+01,1.033448440417327241e+01,6.816273051228651347e+00,4.026321958679583979e+00,1.972755560500465855e+00,6.593869317484511994e-01,8.798903571421158587e-02,2.592938311634869208e-01
2.184017259991750137e+01,1.679084172385003271e+01,1.227012112842732350e+01,8.417623922645416812e+00,5.277086455613545724e+00,2.865760660409939931e+00,1.191298251409640852e+00,2.572641001848359199e-01,6.529120749366926213e-02,6.160279443379196307e-01
1.901629773761951370e+01,1.432602051707237578e+01,1.017663129884022588e+01,6.699861014353283295e+00,3.936997433234164845e+00,1.904296935376027733e+00,6.089385155545505857e-01,5.423884185695779930e-02,2.416909525088649369e-01,1.171859630748091963e+00
1.639152044855727297e+01,1.206029688353046936e+01,8.282239042488889424e+00,5.181195679296903833e+00,2.796005984090534469e+00,1.141930783577860709e+00,2.256763529352023012e-01,5.031115676481905108e-02,6.171882707597993178e-01,1.926788890394003584e+00
1.396584073273077564e+01,9.993670823224304556e+00,6.586944359373295477e+00,3.861627917476260663e+00,1.854112108182641050e+00,5.786622050154301977e-01,4.151176355159158504e-02,2.454810449084185164e-01,1.191783162246472294e+00,2.880815723275650164e+00
1.173925859014000572e+01,8.126142336153872492e+00,5.090747249493428050e+00,2.741157728891356005e+00,1.111315805510484367e+00,2.144911996887367278e-01,5.644474740371858978e-02,6.397485062877541484e-01,1.965475626968880674e+00,4.033940129393032592e+00
9.711774020784980976e+00,6.457711422319175831e+00,3.793647712849297804e+00,1.819785113542182531e+00,5.676170760740638643e-01,4.941776759778152700e-02,2.704753044915851334e-01,1.233113540902832872e+00,2.938265664927033782e+00,5.386162108746166410e+00
7.883387024665697851e+00,4.988378081720225232e+00,2.695645749440912731e+00,1.097510071428754452e+00,2.230159198733840109e-01,8.344190874256515733e-02,6.836034348151888151e-01,2.025576148753647665e+00,4.110153276120922072e+00,6.937481661335032079e+00
6.254097601782144800e+00,3.718142314357005151e+00,1.796741359268263061e+00,5.743326025510624433e-01,7.751233690844222535e-02,3.165636231230869457e-01,1.295829138374529954e+00,3.017136329840195863e+00,5.481138460550544877e+00,8.687898787159626934e+00
4.823905752134328040e+00,2.647004120229526691e+00,1.096934542331350348e+00,2.502527069091080580e-01,1.311063271792388685e-01,7.487829107393483286e-01,2.107152415169613935e+00,4.207794084162492787e+00,7.051221218215913744e+00,1.063741348621997673e+01
